id,category,question,best_structure,sample_answer_short,sample_answer_long,personalization_fields,follow_up_questions,red_flags_to_avoid
"IC-HR-0071","HR","HR screening: discuss shift timing truth.","PREP + STAR snippet","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP + STAR snippet: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0072","HR","certifications truthful? Keep answer structured and truthful.","PREP lite","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP lite: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0073","HR","HR screening: discuss extracurriculars honest.","PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0074","HR","volunteering honest? Keep answer structured and truthful.","PREP + STAR snippet","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP + STAR snippet: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0075","HR","HR screening: discuss discipline maintenance.","PREP lite","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP lite: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0076","HR","what are you optimizing for next 12 months ethically? Keep answer structured and truthful.","PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0077","HR","HR screening: discuss biggest lesson from college honest.","PREP + STAR snippet","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP + STAR snippet: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0078","HR","what kind of mentor you want? Keep answer structured and truthful.","PREP lite","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP lite: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0079","HR","HR screening: discuss how you handle ambiguity.","PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0080","HR","how you prioritize health during exams honestly? Keep answer structured and truthful.","PREP + STAR snippet","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP + STAR snippet: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0081","HR","HR screening: discuss how you learn ethically.","PREP lite","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP lite: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-HR-0082","HR","how you disagree respectfully hypothetical? Keep answer structured and truthful.","PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0001","ClosingQuestions","Interview closing phase: formulate questions about success first 90 days.","QUEST map + PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map + PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0002","ClosingQuestions","Interview closing phase: formulate questions about onboarding.","QUEST map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0003","ClosingQuestions","Interview closing phase: formulate questions about mentoring.","Elevator recap + QUEST","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Elevator recap + QUEST: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0004","ClosingQuestions","Interview closing phase: formulate questions about codebase reality.","QUEST map + PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map + PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0005","ClosingQuestions","Interview closing phase: formulate questions about tooling stack reality.","QUEST map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0006","ClosingQuestions","Interview closing phase: formulate questions about QA practices.","Elevator recap + QUEST","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Elevator recap + QUEST: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0007","ClosingQuestions","Interview closing phase: formulate questions about observability seriousness.","QUEST map + PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map + PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0008","ClosingQuestions","Interview closing phase: formulate questions about incidents culture.","QUEST map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0009","ClosingQuestions","Interview closing phase: formulate questions about ethics reporting.","Elevator recap + QUEST","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Elevator recap + QUEST: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0010","ClosingQuestions","Interview closing phase: formulate questions about sustainability of pace.","QUEST map + PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map + PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0011","ClosingQuestions","Interview closing phase: formulate questions about perf review fairness.","QUEST map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0012","ClosingQuestions","Interview closing phase: formulate questions about docs culture.","Elevator recap + QUEST","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Elevator recap + QUEST: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0013","ClosingQuestions","Interview closing phase: formulate questions about teamwork rituals.","QUEST map + PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map + PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0014","ClosingQuestions","Interview closing phase: formulate questions about autonomy vs guidance.","QUEST map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0015","ClosingQuestions","Interview closing phase: formulate questions about roadmap realism.","Elevator recap + QUEST","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Elevator recap + QUEST: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0016","ClosingQuestions","Interview closing phase: formulate questions about stakeholder pressure.","QUEST map + PREP","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map + PREP: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-ClosingQuestions-0017","ClosingQuestions","Interview closing phase: formulate questions about experimentation safety.","QUEST map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use QUEST map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
